#TRO-Keyword;ID(long);Code;ModelCode;OriginCode;DestinationCode;AvailableDateOrigin;DesignatedPathCode;DueDateDestinaton;
#TRONXT-Keyword;TransportObjectCode;NextDispatchSiteCode;NextDispatchSiteArrivalDate;
#TROPTH-Keyword;TransportObjectCode;OptionIndex;PathCode;
TRO;1;veh0000000000001;Standard;GER01PLANT;FRA01DEAL;02/06/2025-00:00:00;GER01PLANT->FRA01DEAL-412;14/06/2025-00:00:00;
TROPTH;veh0000000000218;1;GER01PLANT->FRA01DEAL-536;
TROPTH;veh0000000000218;2;GER01PLANT->FRA01DEAL-278;
TRO;219;veh0000000000219;Standard;GER01PLANT;FRA01DEAL;09/07/2025-00:00:00;GER01PLANT->FRA01DEAL-412;16/07/2025-00:00:00;
TRONXT;veh0000000000219;GER01PLANT;09/07/2025-00:00:00;
TROPTH;veh0000000000219;1;GER01PLANT->FRA01DEAL-536;
TROPTH;veh0000000000219;2;GER01PLANT->FRA01DEAL-278;
TRO;220;veh0000000000220;Standard;GER01PLANT;FRA01DEAL;09/07/2025-00:00:00;GER01PLANT->FRA01DEAL-412;20/07/2025-00:00:00;
TRONXT;veh0000000000220;GER01PLANT;09/07/2025-00:00:00;
TROPTH;veh0000000000220;1;GER01PLANT->FRA01DEAL-536;
TROPTH;veh0000000000220;2;GER01PLANT->FRA01DEAL-278;
TRO;221;veh0000000000221;Standard;GER01PLANT;FRA01DEAL;10/07/2025-00:00:00;GER01PLANT->FRA01DEAL-412;21/07/2025-00:00:00;
TRONXT;veh0000000000221;GER01PLANT;10/07/2025-00:00:00;
TROPTH;veh0000000000221;1;GER01PLANT->FRA01DEAL-536;
TROPTH;veh0000000000221;2;GER01PLANT->FRA01DEAL-278;
TRO;222;veh0000000000222;Standard;GER01PLANT;FRA01DEAL;10/07/2025-00:00:00;GER01PLANT->FRA01DEAL-412;24/07/2025-00:00:00;
TRONXT;veh0000000000222;GER01PLANT;10/07/2025-00:00:00;
TROPTH;veh0000000000222;1;GER01PLANT->FRA01DEAL-536;
TROPTH;veh0000000000222;2;GER01PLANT->FRA01DEAL-278;
TRO;223;veh0000000000223;Standard;GER01PLANT;FRA01DEAL;10/07/2025-00:00:00;GER01PLANT->FRA01DEAL-412;23/07/2025-00:00:00;
TRONXT;veh0000000000223;GER01PLANT;10/07/2025-00:00:00;
TROPTH;veh0000000000223;1;GER01PLANT->FRA01DEAL-536;
TROPTH;veh0000000000223;2;GER01PLANT->FRA01DEAL-278;
TRO;224;veh0000000000224;Standard;GER01PLANT;FRA01DEAL;10/07/2025-00:00:00;GER01PLANT->FRA01DEAL-412;16/07/2025-00:00:00;
TRONXT;veh0000000000224;GER01PLANT;10/07/2025-00:00:00;
TROPTH;veh0000000000224;1;GER01PLANT->FRA01DEAL-536;
TROPTH;veh0000000000224;2;GER01PLANT->FRA01DEAL-278;
TRO;225;veh0000000000225;Standard;GER01PLANT;FRA01DEAL;10/07/2025-00:00:00;GER01PLANT->FRA01DEAL-412;20/07/2025-00:00:00;
TRONXT;veh0000000000225;GER01PLANT;10/07/2025-00:00:00;
TROPTH;veh0000000000225;1;GER01PLANT->FRA01DEAL-536;
TROPTH;veh0000000000225;2;GER01PLANT->FRA01DEAL-278;
TRO;226;veh0000000000226;Standard;GER01PLANT;FRA01DEAL;10/07/2025-00:00:00;GER01PLANT->FRA01DEAL-412;18/07/2025-00:00:00;
TRONXT;veh0000000000226;GER01PLANT;10/07/2025-00:00:00;
TROPTH;veh0000000000226;1;GER01PLANT->FRA01DEAL-536;
TROPTH;veh0000000000226;2;GER01PLANT->FRA01DEAL-278;
TRO;227;veh0000000000227;Standard;GER01PLANT;FRA01DEAL;10/07/2025-00:00:00;GER01PLANT->FRA01DEAL-412;16/07/2025-00:00:00;
TRONXT;veh0000000000227;GER01PLANT;10/07/2025-00:00:00;
TROPTH;veh0000000000227;1;GER01PLANT->FRA01DEAL-536;
TROPTH;veh0000000000227;2;GER01PLANT->FRA01DEAL-278;
TRO;228;veh0000000000228;Standard;GER01PLANT;FRA01DEAL;10/07/2025-00:00:00;GER01PLANT->FRA01DEAL-412;20/07/2025-00:00:00;
TRONXT;veh0000000000228;GER01PLANT;10/07/2025-00:00:00;
TROPTH;veh0000000000228;1;GER01PLANT->FRA01DEAL-536;
TROPTH;veh0000000000228;2;GER01PLANT->FRA01DEAL-278;
TRO;229;veh0000000000229;Standard;GER01PLANT;FRA01DEAL;10/07/2025-00:00:00;GER01PLANT->FRA01DEAL-412;19/07/2025-00:00:00;
TRONXT;veh0000000000229;GER01PLANT;10/07/2025-00:00:00;
TROPTH;veh0000000000229;1;GER01PLANT->FRA01DEAL-536;
TROPTH;veh0000000000229;2;GER01PLANT->FRA01DEAL-278;
TRO;230;veh0000000000230;Standard;GER01PLANT;FRA01DEAL;10/07/2025-00:00:00;GER01PLANT->FRA01DEAL-412;24/07/2025-00:00:00;
TRONXT;veh0000000000230;GER01PLANT;10/07/2025-00:00:00;
TROPTH;veh0000000000230;1;GER01PLANT->FRA01DEAL-536;
TROPTH;veh0000000000230;2;GER01PLANT->FRA01DEAL-278;
TRO;231;veh0000000000231;Standard;GER01PLANT;FRA01DEAL;11/07/2025-00:00:00;GER01PLANT->FRA01DEAL-412;23/07/2025-00:00:00;
TRONXT;veh0000000000231;GER01PLANT;11/07/2025-00:00:00;
TROPTH;veh0000000000231;1;GER01PLANT->FRA01DEAL-536;
TROPTH;veh0000000000231;2;GER01PLANT->FRA01DEAL-278;
TRO;232;veh0000000000232;Standard;GER01PLANT;FRA01DEAL;11/07/2025-00:00:00;GER01PLANT->FRA01DEAL-412;17/07/2025-00:00:00;
TRONXT;veh0000000000232;GER01PLANT;11/07/2025-00:00:00;
TROPTH;veh0000000000232;1;GER01PLANT->FRA01DEAL-536;
TROPTH;veh0000000000232;2;GER01PLANT->FRA01DEAL-278;
TRO;233;veh0000000000233;Standard;GER01PLANT;FRA01DEAL;11/07/2025-00:00:00;GER01PLANT->FRA01DEAL-412;24/07/2025-00:00:00;
TRONXT;veh0000000000233;GER01PLANT;11/07/2025-00:00:00;
TROPTH;veh0000000000233;1;GER01PLANT->FRA01DEAL-536;
TROPTH;veh0000000000233;2;GER01PLANT->FRA01DEAL-278;
TRO;234;veh0000000000234;Standard;GER01PLANT;FRA01DEAL;11/07/2025-00:00:00;GER01PLANT->FRA01DEAL-412;25/07/2025-00:00:00;
TRONXT;veh0000000000234;GER01PLANT;11/07/2025-00:00:00;
TROPTH;veh0000000000234;1;GER01PLANT->FRA01DEAL-536;
TROPTH;veh0000000000234;2;GER01PLANT->FRA01DEAL-278;
TRO;235;veh0000000000235;Standard;GER01PLANT;FRA01DEAL;11/07/2025-00:00:00;GER01PLANT->FRA01DEAL-412;25/07/2025-00:00:00;
TRONXT;veh0000000000235;GER01PLANT;11/07/2025-00:00:00;
TROPTH;veh0000000000235;1;GER01PLANT->FRA01DEAL-536;
TROPTH;veh0000000000235;2;GER01PLANT->FRA01DEAL-278;
TRO;236;veh0000000000236;Standard;GER01PLANT;FRA01DEAL;11/07/2025-00:00:00;GER01PLANT->FRA01DEAL-412;22/07/2025-00:00:00;
TRONXT;veh0000000000236;GER01PLANT;11/07/2025-00:00:00;
TROPTH;veh0000000000236;1;GER01PLANT->FRA01DEAL-536;
TROPTH;veh0000000000236;2;GER01PLANT->FRA01DEAL-278;
TRO;237;veh0000000000237;Standard;GER01PLANT;FRA01DEAL;11/07/2025-00:00:00;GER01PLANT->FRA01DEAL-412;16/07/2025-00:00:00;
TRONXT;veh0000000000237;GER01PLANT;11/07/2025-00:00:00;
TROPTH;veh0000000000237;1;GER01PLANT->FRA01DEAL-536;
TROPTH;veh0000000000237;2;GER01PLANT->FRA01DEAL-278;
TRO;238;veh0000000000238;Standard;GER01PLANT;FRA01DEAL;11/07/2025-00:00:00;GER01PLANT->FRA01DEAL-412;24/07/2025-00:00:00;
TRONXT;veh0000000000238;GER01PLANT;11/07/2025-00:00:00;
TROPTH;veh0000000000238;1;GER01PLANT->FRA01DEAL-536;
TROPTH;veh0000000000238;2;GER01PLANT->FRA01DEAL-278;
TRO;239;veh0000000000239;Standard;GER01PLANT;FRA01DEAL;11/07/2025-00:00:00;GER01PLANT->FRA01DEAL-412;23/07/2025-00:00:00;
TRONXT;veh0000000000239;GER01PLANT;11/07/2025-00:00:00;
TROPTH;veh0000000000239;1;GER01PLANT->FRA01DEAL-536;
TROPTH;veh0000000000239;2;GER01PLANT->FRA01DEAL-278;
TRO;240;veh0000000000240;Standard;GER01PLANT;FRA01DEAL;11/07/2025-00:00:00;GER01PLANT->FRA01DEAL-412;22/07/2025-00:00:00;
TRONXT;veh0000000000240;GER01PLANT;11/07/2025-00:00:00;
TROPTH;veh0000000000240;1;GER01PLANT->FRA01DEAL-536;
TROPTH;veh0000000000240;2;GER01PLANT->FRA01DEAL-278;
TRO;241;veh0000000000241;Standard;GER01PLANT;GER03DEAL;02/06/2025-00:00:00;GER01PLANT->GER03DEAL-411;15/06/2025-00:00:00;
TRONXT;veh0000000000241;GER01PLANT;02/06/2025-00:00:00;
TROPTH;veh0000000000241;1;GER01PLANT->GER03DEAL-535;
TROPTH;veh0000000000241;2;GER01PLANT->GER03DEAL-279;
TRO;242;veh0000000000242;Standard;GER01PLANT;GER03DEAL;02/06/2025-00:00:00;GER01PLANT->GER03DEAL-411;14/06/2025-00:00:00;
TRONXT;veh0000000000242;GER01PLANT;02/06/2025-00:00:00;
TROPTH;veh0000000000242;1;GER01PLANT->GER03DEAL-535;
TROPTH;veh0000000000242;2;GER01PLANT->GER03DEAL-279;
TRO;243;veh0000000000243;Standard;GER01PLANT;GER03DEAL;02/06/2025-00:00:00;GER01PLANT->GER03DEAL-411;13/06/2025-00:00:00;
TRONXT;veh0000000000243;GER01PLANT;02/06/2025-00:00:00;
TROPTH;veh0000000000243;1;GER01PLANT->GER03DEAL-535;
TROPTH;veh0000000000243;2;GER01PLANT->GER03DEAL-279;
TRO;244;veh0000000000244;Standard;GER01PLANT;GER03DEAL;02/06/2025-00:00:00;GER01PLANT->GER03DEAL-411;09/06/2025-00:00:00;
TRONXT;veh0000000000244;GER01PLANT;02/06/2025-00:00:00;
TROPTH;veh0000000000244;1;GER01PLANT->GER03DEAL-535;
TROPTH;veh0000000000244;2;GER01PLANT->GER03DEAL-279;
TRO;245;veh0000000000245;Standard;GER01PLANT;GER03DEAL;02/06/2025-00:00:00;GER01PLANT->GER03DEAL-411;13/06/2025-00:00:00;
TRONXT;veh0000000000245;GER01PLANT;02/06/2025-00:00:00;
TROPTH;veh0000000000245;1;GER01PLANT->GER03DEAL-535;
TROPTH;veh0000000000245;2;GER01PLANT->GER03DEAL-279;
TRO;246;veh0000000000246;Standard;GER01PLANT;GER03DEAL;03/06/2025-00:00:00;GER01PLANT->GER03DEAL-411;14/06/2025-00:00:00;
TRONXT;veh0000000000246;GER01PLANT;03/06/2025-00:00:00;
TROPTH;veh0000000000246;1;GER01PLANT->GER03DEAL-535;
TROPTH;veh0000000000246;2;GER01PLANT->GER03DEAL-279;
TRO;247;veh0000000000247;Standard;GER01PLANT;GER03DEAL;03/06/2025-00:00:00;GER01PLANT->GER03DEAL-411;16/06/2025-00:00:00;
TRONXT;veh0000000000247;GER01PLANT;03/06/2025-00:00:00;
TROPTH;veh0000000000247;1;GER01PLANT->GER03DEAL-535;
TROPTH;veh0000000000247;2;GER01PLANT->GER03DEAL-279;
TRO;248;veh0000000000248;Standard;GER01PLANT;GER03DEAL;03/06/2025-00:00:00;GER01PLANT->GER03DEAL-411;12/06/2025-00:00:00;
TRONXT;veh0000000000248;GER01PLANT;03/06/2025-00:00:00;
TROPTH;veh0000000000248;1;GER01PLANT->GER03DEAL-535;
TROPTH;veh0000000000248;2;GER01PLANT->GER03DEAL-279;
TRO;249;veh0000000000249;Standard;GER01PLANT;GER03DEAL;03/06/2025-00:00:00;GER01PLANT->GER03DEAL-411;16/06/2025-00:00:00;
TRONXT;veh0000000000249;GER01PLANT;03/06/2025-00:00:00;
TROPTH;veh0000000000249;1;GER01PLANT->GER03DEAL-535;
TROPTH;veh0000000000249;2;GER01PLANT->GER03DEAL-279;
TRO;250;veh0000000000250;Standard;GER01PLANT;GER03DEAL;03/06/2025-00:00:00;GER01PLANT->GER03DEAL-411;14/06/2025-00:00:00;
TRONXT;veh0000000000250;GER01PLANT;03/06/2025-00:00:00;
TROPTH;veh0000000000250;1;GER01PLANT->GER03DEAL-535;
TROPTH;veh0000000000250;2;GER01PLANT->GER03DEAL-279;
TRO;251;veh0000000000251;Standard;GER01PLANT;GER03DEAL;04/06/2025-00:00:00;GER01PLANT->GER03DEAL-411;15/06/2025-00:00:00;
TRONXT;veh0000000000251;GER01PLANT;04/06/2025-00:00:00;
TROPTH;veh0000000000251;1;GER01PLANT->GER03DEAL-535;
TROPTH;veh0000000000251;2;GER01PLANT->GER03DEAL-279;
TRO;252;veh0000000000252;Standard;GER01PLANT;GER03DEAL;04/06/2025-00:00:00;GER01PLANT->GER03DEAL-411;12/06/2025-00:00:00;
TRONXT;veh0000000000252;GER01PLANT;04/06/2025-00:00:00;
TROPTH;veh0000000000252;1;GER01PLANT->GER03DEAL-535;
TROPTH;veh0000000000252;2;GER01PLANT->GER03DEAL-279;
TRO;253;veh0000000000253;Standard;GER01PLANT;GER03DEAL;04/06/2025-00:00:00;GER01PLANT->GER03DEAL-411;17/06/2025-00:00:00;
TRONXT;veh0000000000253;GER01PLANT;04/06/2025-00:00:00;
TROPTH;veh0000000000253;1;GER01PLANT->GER03DEAL-535;
TROPTH;veh0000000000253;2;GER01PLANT->GER03DEAL-279;
TRO;254;veh0000000000254;Standard;GER01PLANT;GER03DEAL;04/06/2025-00:00:00;GER01PLANT->GER03DEAL-411;16/06/2025-00:00:00;
TRONXT;veh0000000000254;GER01PLANT;04/06/2025-00:00:00;
TROPTH;veh0000000000254;1;GER01PLANT->GER03DEAL-535;
TROPTH;veh0000000000254;2;GER01PLANT->GER03DEAL-279;
TRO;255;veh0000000000255;Standard;GER01PLANT;GER03DEAL;04/06/2025-00:00:00;GER01PLANT->GER03DEAL-411;13/06/2025-00:00:00;
TRONXT;veh0000000000255;GER01PLANT;04/06/2025-00:00:00;
TROPTH;veh0000000000255;1;GER01PLANT->GER03DEAL-535;
TROPTH;veh0000000000255;2;GER01PLANT->GER03DEAL-279;
TRO;256;veh0000000000256;Standard;GER01PLANT;GER03DEAL;06/06/2025-00:00:00;GER01PLANT->GER03DEAL-411;14/06/2025-00:00:00;
TRONXT;veh0000000000256;GER01PLANT;06/06/2025-00:00:00;
TROPTH;veh0000000000256;1;GER01PLANT->GER03DEAL-535;
TROPTH;veh0000000000256;2;GER01PLANT->GER03DEAL-279;
TRO;257;veh0000000000257;Standard;GER01PLANT;GER03DEAL;06/06/2025-00:00:00;GER01PLANT->GER03DEAL-411;15/06/2025-00:00:00;
TRONXT;veh0000000000257;GER01PLANT;06/06/2025-00:00:00;
TROPTH;veh0000000000257;1;GER01PLANT->GER03DEAL-535;
TROPTH;veh0000000000257;2;GER01PLANT->GER03DEAL-279;
TRO;258;veh0000000000258;Standard;GER01PLANT;GER03DEAL;06/06/2025-00:00:00;GER01PLANT->GER03DEAL-411;19/06/2025-00:00:00;
TRONXT;veh0000000000258;GER01PLANT;06/06/2025-00:00:00;
TROPTH;veh0000000000258;1;GER01PLANT->GER03DEAL-535;
TROPTH;veh0000000000258;2;GER01PLANT->GER03DEAL-279;
TRO;259;veh0000000000259;Standard;GER01PLANT;GER03DEAL;06/06/2025-00:00:00;GER01PLANT->GER03DEAL-411;15/06/2025-00:00:00;
TRONXT;veh0000000000259;GER01PLANT;06/06/2025-00:00:00;
TROPTH;veh0000000000259;1;GER01PLANT->GER03DEAL-535;
TROPTH;veh0000000000259;2;GER01PLANT->GER03DEAL-279;
TRO;260;veh0000000000260;Standard;GER01PLANT;GER03DEAL;06/06/2025-00:00:00;GER01PLANT->GER03DEAL-411;17/06/2025-00:00:00;
TRONXT;veh0000000000260;GER01PLANT;06/06/2025-00:00:00;
TROPTH;veh0000000000260;1;GER01PLANT->GER03DEAL-535;
TROPTH;veh0000000000260;2;GER01PLANT->GER03DEAL-279;
TRO;261;veh0000000000261;Standard;GER01PLANT;GER03DEAL;06/06/2025-00:00:00;GER01PLANT->GER03DEAL-411;12/06/2025-00:00:00;
TRONXT;veh0000000000261;GER01PLANT;06/06/2025-00:00:00;
TROPTH;veh0000000000261;1;GER01PLANT->GER03DEAL-535;
TROPTH;veh0000000000261;2;GER01PLANT->GER03DEAL-279;
TRO;262;veh0000000000262;Standard;GER01PLANT;GER03DEAL;06/06/2025-00:00:00;GER01PLANT->GER03DEAL-411;14/06/2025-00:00:00;
TRONXT;veh0000000000262;GER01PLANT;06/06/2025-00:00:00;
TROPTH;veh0000000000262;1;GER01PLANT->GER03DEAL-535;
TROPTH;veh0000000000262;2;GER01PLANT->GER03DEAL-279;
TRO;263;veh0000000000263;Standard;GER01PLANT;GER03DEAL;06/06/2025-00:00:00;GER01PLANT->GER03DEAL-411;14/06/2025-00:00:00;
TRONXT;veh0000000000263;GER01PLANT;06/06/2025-00:00:00;
TROPTH;veh0000000000263;1;GER01PLANT->GER03DEAL-535;
TROPTH;veh0000000000263;2;GER01PLANT->GER03DEAL-279;
TRO;264;veh0000000000264;Standard;GER01PLANT;GER03DEAL;06/06/2025-00:00:00;GER01PLANT->GER03DEAL-411;12/06/2025-00:00:00;
TRONXT;veh0000000000264;GER01PLANT;06/06/2025-00:00:00;
TROPTH;veh0000000000264;1;GER01PLANT->GER03DEAL-535;
TROPTH;veh0000000000264;2;GER01PLANT->GER03DEAL-279;
TRO;265;veh0000000000265;Standard;GER01PLANT;GER03DEAL;06/06/2025-00:00:00;GER01PLANT->GER03DEAL-411;15/06/2025-00:00:00;
TRONXT;veh0000000000265;GER01PLANT;06/06/2025-00:00:00;
TROPTH;veh0000000000265;1;GER01PLANT->GER03DEAL-535;
TROPTH;veh0000000000265;2;GER01PLANT->GER03DEAL-279;
TRO;266;veh0000000000266;Standard;GER01PLANT;GER03DEAL;09/06/2025-00:00:00;GER01PLANT->GER03DEAL-411;15/06/2025-00:00:00;
TRONXT;veh0000000000266;GER01PLANT;09/06/2025-00:00:00;
TROPTH;veh0000000000266;1;GER01PLANT->GER03DEAL-535;
TROPTH;veh0000000000266;2;GER01PLANT->GER03DEAL-279;
TRO;267;veh0000000000267;Standard;GER01PLANT;GER03DEAL;09/06/2025-00:00:00;GER01PLANT->GER03DEAL-411;16/06/2025-00:00:00;
TRONXT;veh0000000000267;GER01PLANT;09/06/2025-00:00:00;
TROPTH;veh0000000000267;1;GER01PLANT->GER03DEAL-535;
TROPTH;veh0000000000267;2;GER01PLANT->GER03DEAL-279;
TRO;268;veh0000000000268;Standard;GER01PLANT;GER03DEAL;09/06/2025-00:00:00;GER01PLANT->GER03DEAL-411;15/06/2025-00:00:00;
TRONXT;veh0000000000268;GER01PLANT;09/06/2025-00:00:00;
TROPTH;veh0000000000268;1;GER01PLANT->GER03DEAL-535;
TROPTH;veh0000000000268;2;GER01PLANT->GER03DEAL-279;
TRO;269;veh0000000000269;Standard;GER01PLANT;GER03DEAL;09/06/2025-00:00:00;GER01PLANT->GER03DEAL-411;22/06/2025-00:00:00;
TRONXT;veh0000000000269;GER01PLANT;09/06/2025-00:00:00;
TROPTH;veh0000000000269;1;GER01PLANT->GER03DEAL-535;
TROPTH;veh0000000000269;2;GER01PLANT->GER03DEAL-279;
TRO;270;veh0000000000270;Standard;GER01PLANT;GER03DEAL;09/06/2025-00:00:00;GER01PLANT->GER03DEAL-411;22/06/2025-00:00:00;
TRONXT;veh0000000000270;GER01PLANT;09/06/2025-00:00:00;
TROPTH;veh0000000000270;1;GER01PLANT->GER03DEAL-535;
TROPTH;veh0000000000270;2;GER01PLANT->GER03DEAL-279;
TRO;271;veh0000000000271;Standard;GER01PLANT;GER03DEAL;10/06/2025-00:00:00;GER01PLANT->GER03DEAL-411;22/06/2025-00:00:00;
TRONXT;veh0000000000271;GER01PLANT;10/06/2025-00:00:00;
TROPTH;veh0000000000271;1;GER01PLANT->GER03DEAL-535;
TROPTH;veh0000000000271;2;GER01PLANT->GER03DEAL-279;
TRO;272;veh0000000000272;Standard;GER01PLANT;GER03DEAL;10/06/2025-00:00:00;GER01PLANT->GER03DEAL-411;16/06/2025-00:00:00;
TRONXT;veh0000000000272;GER01PLANT;10/06/2025-00:00:00;
TROPTH;veh0000000000272;1;GER01PLANT->GER03DEAL-535;
TROPTH;veh0000000000272;2;GER01PLANT->GER03DEAL-279;
TRO;273;veh0000000000273;Standard;GER01PLANT;GER03DEAL;10/06/2025-00:00:00;GER01PLANT->GER03DEAL-411;17/06/2025-00:00:00;
TRONXT;veh0000000000273;GER01PLANT;10/06/2025-00:00:00;
TROPTH;veh0000000000273;1;GER01PLANT->GER03DEAL-535;
TROPTH;veh0000000000273;2;GER01PLANT->GER03DEAL-279;
TRO;274;veh0000000000274;Standard;GER01PLANT;GER03DEAL;10/06/2025-00:00:00;GER01PLANT->GER03DEAL-411;23/06/2025-00:00:00;
TRONXT;veh0000000000274;GER01PLANT;10/06/2025-00:00:00;
TROPTH;veh0000000000274;1;GER01PLANT->GER03DEAL-535;
TROPTH;veh0000000000274;2;GER01PLANT->GER03DEAL-279;
TRO;275;veh0000000000275;Standard;GER01PLANT;GER03DEAL;10/06/2025-00:00:00;GER01PLANT->GER03DEAL-411;23/06/2025-00:00:00;
TRONXT;veh0000000000275;GER01PLANT;10/06/2025-00:00:00;
TROPTH;veh0000000000275;1;GER01PLANT->GER03DEAL-535;
TROPTH;veh0000000000275;2;GER01PLANT->GER03DEAL-279;
TRO;276;veh0000000000276;Standard;GER01PLANT;GER03DEAL;11/06/2025-00:00:00;GER01PLANT->GER03DEAL-411;18/06/2025-00:00:00;
TRONXT;veh0000000000276;GER01PLANT;11/06/2025-00:00:00;
TROPTH;veh0000000000276;1;GER01PLANT->GER03DEAL-535;
TROPTH;veh0000000000276;2;GER01PLANT->GER03DEAL-279;
TRO;277;veh0000000000277;Standard;GER01PLANT;GER03DEAL;11/06/2025-00:00:00;GER01PLANT->GER03DEAL-411;23/06/2025-00:00:00;
TRONXT;veh0000000000277;GER01PLANT;11/06/2025-00:00:00;
TROPTH;veh0000000000277;1;GER01PLANT->GER03DEAL-535;
TROPTH;veh0000000000277;2;GER01PLANT->GER03DEAL-279;
TRO;278;veh0000000000278;Standard;GER01PLANT;GER03DEAL;11/06/2025-00:00:00;GER01PLANT->GER03DEAL-411;23/06/2025-00:00:00;
TRONXT;veh0000000000278;GER01PLANT;11/06/2025-00:00:00;
TROPTH;veh0000000000278;1;GER01PLANT->GER03DEAL-535;
TROPTH;veh0000000000278;2;GER01PLANT->GER03DEAL-279;
TRO;279;veh0000000000279;Standard;GER01PLANT;GER03DEAL;11/06/2025-00:00:00;GER01PLANT->GER03DEAL-411;20/06/2025-00:00:00;
TRONXT;veh0000000000279;GER01PLANT;11/06/2025-00:00:00;
TROPTH;veh0000000000279;1;GER01PLANT->GER03DEAL-535;
TROPTH;veh0000000000279;2;GER01PLANT->GER03DEAL-279;
TRO;280;veh0000000000280;Standard;GER01PLANT;GER03DEAL;11/06/2025-00:00:00;GER01PLANT->GER03DEAL-411;21/06/2025-00:00:00;
TRONXT;veh0000000000280;GER01PLANT;11/06/2025-00:00:00;
TROPTH;veh0000000000280;1;GER01PLANT->GER03DEAL-535;
TROPTH;veh0000000000280;2;GER01PLANT->GER03DEAL-279;
TRO;281;veh0000000000281;Standard;GER01PLANT;GER03DEAL;13/06/2025-00:00:00;GER01PLANT->GER03DEAL-411;24/06/2025-00:00:00;
TRONXT;veh0000000000281;GER01PLANT;13/06/2025-00:00:00;
TROPTH;veh0000000000281;1;GER01PLANT->GER03DEAL-535;
TROPTH;veh0000000000281;2;GER01PLANT->GER03DEAL-279;
TRO;282;veh0000000000282;Standard;GER01PLANT;GER03DEAL;13/06/2025-00:00:00;GER01PLANT->GER03DEAL-411;26/06/2025-00:00:00;
TRONXT;veh0000000000282;GER01PLANT;13/06/2025-00:00:00;
TROPTH;veh0000000000282;1;GER01PLANT->GER03DEAL-535;
TROPTH;veh0000000000282;2;GER01PLANT->GER03DEAL-279;
TRO;283;veh0000000000283;Standard;GER01PLANT;GER03DEAL;13/06/2025-00:00:00;GER01PLANT->GER03DEAL-411;21/06/2025-00:00:00;
TRONXT;veh0000000000283;GER01PLANT;13/06/2025-00:00:00;
TROPTH;veh0000000000283;1;GER01PLANT->GER03DEAL-535;
TROPTH;veh0000000000283;2;GER01PLANT->GER03DEAL-279;
TRO;284;veh0000000000284;Standard;GER01PLANT;GER03DEAL;13/06/2025-00:00:00;GER01PLANT->GER03DEAL-411;19/06/2025-00:00:00;
TRONXT;veh0000000000284;GER01PLANT;13/06/2025-00:00:00;
TROPTH;veh0000000000284;1;GER01PLANT->GER03DEAL-535;
TROPTH;veh0000000000284;2;GER01PLANT->GER03DEAL-279;
TRO;285;veh0000000000285;Standard;GER01PLANT;GER03DEAL;13/06/2025-00:00:00;GER01PLANT->GER03DEAL-411;18/06/2025-00:00:00;
TRONXT;veh0000000000285;GER01PLANT;13/06/2025-00:00:00;
TROPTH;veh0000000000285;1;GER01PLANT->GER03DEAL-535;
TROPTH;veh0000000000285;2;GER01PLANT->GER03DEAL-279;
TRO;286;veh0000000000286;Standard;GER01PLANT;GER03DEAL;13/06/2025-00:00:00;GER01PLANT->GER03DEAL-411;26/06/2025-00:00:00;
TRONXT;veh0000000000286;GER01PLANT;13/06/2025-00:00:00;
TROPTH;veh0000000000286;1;GER01PLANT->GER03DEAL-535;
TROPTH;veh0000000000286;2;GER01PLANT->GER03DEAL-279;
TRO;287;veh0000000000287;Standard;GER01PLANT;GER03DEAL;13/06/2025-00:00:00;GER01PLANT->GER03DEAL-411;21/06/2025-00:00:00;
TRONXT;veh0000000000287;GER01PLANT;13/06/2025-00:00:00;
TROPTH;veh0000000000287;1;GER01PLANT->GER03DEAL-535;
TROPTH;veh0000000000287;2;GER01PLANT->GER03DEAL-279;
TRO;288;veh0000000000288;Standard;GER01PLANT;GER03DEAL;13/06/2025-00:00:00;GER01PLANT->GER03DEAL-411;27/06/2025-00:00:00;
TRONXT;veh0000000000288;GER01PLANT;13/06/2025-00:00:00;
TROPTH;veh0000000000288;1;GER01PLANT->GER03DEAL-535;
TROPTH;veh0000000000288;2;GER01PLANT->GER03DEAL-279;
TRO;289;veh0000000000289;Standard;GER01PLANT;GER03DEAL;13/06/2025-00:00:00;GER01PLANT->GER03DEAL-411;26/06/2025-00:00:00;
TRONXT;veh0000000000289;GER01PLANT;13/06/2025-00:00:00;
TROPTH;veh0000000000289;1;GER01PLANT->GER03DEAL-535;
TROPTH;veh0000000000289;2;GER01PLANT->GER03DEAL-279;
TRO;290;veh0000000000290;Standard;GER01PLANT;GER03DEAL;13/06/2025-00:00:00;GER01PLANT->GER03DEAL-411;25/06/2025-00:00:00;
TRONXT;veh0000000000290;GER01PLANT;13/06/2025-00:00:00;
TROPTH;veh0000000000290;1;GER01PLANT->GER03DEAL-535;
TROPTH;veh0000000000290;2;GER01PLANT->GER03DEAL-279;
TRO;291;veh0000000000291;Standard;GER01PLANT;GER03DEAL;16/06/2025-00:00:00;GER01PLANT->GER03DEAL-411;28/06/2025-00:00:00;
TRONXT;veh0000000000291;GER01PLANT;16/06/2025-00:00:00;
TROPTH;veh0000000000291;1;GER01PLANT->GER03DEAL-535;
TROPTH;veh0000000000291;2;GER01PLANT->GER03DEAL-279;
TRO;292;veh0000000000292;Standard;GER01PLANT;GER03DEAL;16/06/2025-00:00:00;GER01PLANT->GER03DEAL-411;25/06/2025-00:00:00;
